Endereço,Preço,Condominio,Iptu,Lista Comodos,Lista Caracteristicas,Obserevacoes,url_id_anuncio
"Jardim Santa Luzia, São José dos Campos - SP",R$ 325.000,condomínio não informado,IPTU não informado,"['', '', '', '', '150 m²', '3 quartos', '2 vagas', '2 banheiros']","['Churrasqueira', 'Cozinha', 'Lavanderia', 'Quintal', 'Varanda']","Sobrado muito bem localizado no bairro Santa Luzia, Cozinha planejada, churrasqueira com área gourmet. Sacada.
150 mts. de construção, conta com três quartos, sendo uma suíte, banheiro social, acabamento moderno e sofisticado, área de serviço e área gourmet com churrasqueira. Conta com duas vagas espaçosas de garagem, cobertas. O bairro Santa Luzia fica na zona Sudeste de São José dos Campos, e conta com comércio local amplo e crescente, com padarias, mercadinhos, açougues, lojas de roupa, academias, escolas, atendendo prontamente a demanda dos moradores.
Aceita imóvel. -
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-churrasqueira-jardim-santa-luzia-sao-jose-dos-campos-sp-150m2-id-2455861617/
"Jardim das Flores, São José dos Campos - SP",R$ 325.000,condomínio não informado,IPTU R$ 500,"['', '', '', '', '143 m²', '4 quartos', '3 vagas', '2 banheiros']","['Área de serviço', 'Cozinha', 'Lavanderia', 'Quintal', 'TV a cabo']","Casa térrea no Jardim das Flores

Área do terreno: 174 m2
Área construída: 143 m2

Possui 4 dormitórios sendo 1 suíte
2 banheiros
Cozinha
Sala com 2 ambientes
Lavanderia
Quintal
3 vagas de garagem
Possui um quarto e um banheiro nos fundos

A CASA ESTÁ SENDO REFORMADA

Localização boa, próximo dos principais comércios da região.
Local tranquilo.
Ambiente familiar.
Ótima localização.
Agende sua visita.
Não perca essa oportunidade.
Os melhores imóveis residenciais ou comerciais. Em São Paulo, ABC paulista e nas regiões do Vale do Paraíba, Litoral Norte e Serra da Mantiqueira - Casas, Apartamentos, Terrenos, Chácaras, sítios e Fazendas.
Para mais informações WhatsApp
Vendas: Imobiliária EDK Imóveis - CRECI: 27880-J -
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-4-quartos-com-cozinha-jardim-das-flores-sao-jose-dos-campos-sp-143m2-id-2547486963/
"Residencial União, São José dos Campos - SP",R$ 325.000,condomínio não informado,IPTU R$ 320,"['', '', '', '', '150 m²', '2 quartos', '2 vagas', '2 banheiros']",['Churrasqueira'],"Casa Maravilhosa pronta para morar!!!

Excelente Localização: Bairro Residencial União - São José dos Campos/SP - próximo de mercado , padaria, e demais comércios locais , sendo rua sem saída, próximo a faculdade anhanguera..

- Casa construída em lote de 250m
- 2 Dormitórios, sendo uma suíte
- 1 quarto planejado
- 1 cozinha planejada
- Banheiro com box e gabinete
- Área de lazer com churrasqueira e pedra granito
- Garagem para dois carros
- Portão automático

-Troca por apartamento no Arboville

Os melhores imóveis na Região do Vale do Paraíba SP - Casas, Apartamentos, Terrenos, Chácaras e Comercial.
Mais informações WhatsApp - Vendas: Imobiliária EDKimóveis - Creci: 27880J. -
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-residencial-uniao-sao-jose-dos-campos-sp-150m2-id-2547490835/
"Jardim Santa Herminia, São José dos Campos - SP",R$ 325.000,condomínio não informado,IPTU não informado,"['', '', '', '', '155 m²', '3 quartos', '2 vagas', '2 banheiros']","['Área de serviço', 'Varanda']","CASA AMPLA ESTILO UNICO, SUPER PLANEJADA ESTUDA PERMUTA EM APTO POPULAR COMO PARTE DO PAGAMENTO REF 88936 - R$ R$ 325.000,00 - Maciel Negócios Imobiliários Ltda - CRECI 11.956 J - www.imobiliariamaciel.com.br Atualizado em",https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-varanda-jardim-santa-herminia-sao-jose-dos-campos-sp-155m2-id-2552470618/
"Rua Odete Garcia, 586 - Cidade Morumbi, São José dos Campos - SP",R$ 325.000,condomínio não informado,IPTU R$ 270,"['', '', '', '', '75 m²', '3 quartos', '2 vagas', '2 banheiros']",[],"Esta casa está localizada no Bairro Cidade Morumbi, possui fácil acesso às principais vias da cidade.

Conheça um pouco mais das características desta linda casa com edícula:

Casa Principal:

- 75m² Área construída
- 150m² Área terreno

- 2 Dormitórios com box de vidro
- Sala ampla
- Cozinha com armários planejado
- Banheiro
- 2 Vagas de garagem coberta

Edícula com:

- 1 Suíte
- Sala
- Cozinha
- Copa

Diferenciais Exclusivos:

- Box de vidro no banheiro
- Garagem coberta
- Parede da sala com painel 3D
- Porta de vidro no corredor para a edícula
- Próximo ao mercado Dia, posto de saúde e escolas

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim Sul, Parque Industrial, Jardim Oriente, Jardim Colonial, Floradas de São José, 31 de Março, Jardim República, Jardim América, Jardim Satélite, Bosque dos Ypês, Bosque dos Eucaliptos, Quinta das Flores, Jardim Morumbi, Vila São Bento, Jardim Anhembi, casas e apartamentos próximos ao Shopping Vale Sul, além de pontos comerciais localizados na Zona Sul.
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-cidade-morumbi-sao-jose-dos-campos-sp-75m2-id-2553431653/
"Rua Odete Garcia, 586 - Cidade Morumbi, São José dos Campos - SP",R$ 325.000,condomínio não informado,IPTU R$ 270,"['', '', '', '', '75 m²', '3 quartos', '2 vagas', '2 banheiros']",[],"Esta casa está localizada no Bairro Cidade Morumbi, possui fácil acesso às principais vias da cidade.

Conheça um pouco mais das características desta linda casa com edícula:

Casa Principal:

- 75m² Área construída
- 150m² Área terreno

- 2 Dormitórios com box de vidro
- Sala ampla
- Cozinha com armários planejado
- Banheiro
- 2 Vagas de garagem coberta

Edícula com:

- 1 Suíte
- Sala
- Cozinha
- Copa

Diferenciais Exclusivos:

- Box de vidro no banheiro
- Garagem coberta
- Parede da sala com painel 3D
- Porta de vidro no corredor para a edícula
- Próximo ao mercado Dia, posto de saúde e escolas

Que tal agendar uma visita e conhecer este imóvel hoje mesmo?

Também temos imóveis no Jardim Sul, Parque Industrial, Jardim Oriente, Jardim Colonial, Floradas de São José, 31 de Março, Jardim República, Jardim América, Jardim Satélite, Bosque dos Ypês, Bosque dos Eucaliptos, Quinta das Flores, Jardim Morumbi, Vila São Bento, Jardim Anhembi, casas e apartamentos próximos ao Shopping Vale Sul, além de pontos comerciais localizados na Zona Sul.
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-cidade-morumbi-sao-jose-dos-campos-sp-75m2-id-2553431653/
"Bosque dos Eucaliptos, São José dos Campos - SP",R$ 325.000,condomínio não informado,IPTU não informado,"['', '', '', '', '90 m²', '2 quartos', '2 vagas', '1 banheiro']","['Área de serviço', 'Varanda']","LINDA CASA 02 DORMS. COM EDICULA ASSOBRADADA DE 01 DORM , SALA COZ. E WC ACEITA FINANCIAMENTO BANCARIO ESTUDA IMÓVEL MENOR VALOR (CASA OU APTº) ZONA LESTE OU JD. SATELITE Ref. 9 R$ 325.000,00 Maciel Negócios Imobiliários Creci Atualizado em",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-varanda-bosque-dos-eucaliptos-sao-jose-dos-campos-sp-90m2-id-2540155376/
"Rua Ana Gonçalves da Cunha - Monte Castelo, São José dos Campos - SP",R$ 325.000,condomínio não informado,IPTU R$ 200,"['', '', '', '', '100 m²', '2 quartos', '2 vagas', '1 banheiro']","['Churrasqueira', 'Escritório', 'Quintal']","Linda Casa toda Reformada
- 2 Quartos;
- 1 Sala;
- Cozinha;
- Portão Eletrônico;
- Escritório na área externa;

Parte Superior:
- Fogão a Lenha;
- Churrasqueira;
- Forno a Lenha;
- Fogão CookTop;

Forro Alto para armazenar Materiais.

Venha conhecer esta linda Casa toda reformada e aconchegante, agende uma Visita!!!

Anúncio sujeito a alteração sem aviso prévio do seu proprietário no que diz respeito ao seu preço e
disponibilidade, na data da consulta pelo interessado. -
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-monte-castelo-sao-jose-dos-campos-sp-100m2-id-2554158134/
"Jardim da Granja, São José dos Campos - SP",R$ 325.000,condomínio não informado,IPTU não informado,"['', '', '', '', '80 m²', '2 quartos', '2 vagas', '2 banheiros']","['Área de serviço', 'Churrasqueira', 'Varanda']","VARANDA GOURMET. REF 22900 - R$ R$ 325.000,00 - Maciel Negócios Imobiliários Ltda - CRECI 11.956 J Atualizado em",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-jardim-da-granja-sao-jose-dos-campos-sp-80m2-id-2534137973/
"Jardim Santa Rosa, São José dos Campos - SP",R$ 325.000,condomínio não informado,IPTU não informado,"['', '', '', '', '73 m²', '3 quartos', '4 vagas', '1 banheiro']",['Circuito de segurança'],"(28/02) - Ref. Imovel: V43498UR - Casa Padrao - Casa - Jardim Santa Rosa - 73m - 3 Dormitorios.

Esta casa esta localizada no Jardim Santa Rosa, possui facil acesso as principais vias da cidade.

Conheca as caracteristicas desta linda casa:

- 73m Area construida
- 203,38m Area do Terreno

- 3 Dormitorios
- Cozinha
- 1 Banheiro
- Area de servicos
- 4 Vagas de garagem
- Quintal

Que tal agendar uma visita e conhecer este imovel hoje mesmo?

Tambem temos imoveis no Jardim Sao Judas, Santo Onofre, Sao Leopoldo, Vila Iracema, terrenos e casas proximos a via Cambui, alem de pontos comerciais localizados na Zona Sudeste, proximo as principais vias, como Carvalho Pinto, Tamoios.

Seja para vender, alugar ou adquirir um imovel procure o Grupo Kaza, a sua imobiliaria em Sao Jose dos Campos.

O Grupo Kaza atua com foco em atender seus clientes com excelencia seja em locacao, vendas de imoveis prontos, usados ou mesmo nos principais lancamentos da regiao de Sao Jose dos Campos.

Vem voce tambem para o Grupo Kaza, excelencia em consultoria imobiliaria.
Mostrar mais",https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-seguranca-interna-jardim-santa-rosa-sao-jose-dos-campos-sp-73m2-id-2554033434/
"Residencial União, São José dos Campos - SP",R$ 325.000,condomínio não informado,IPTU não informado,"['', '', '', '', '150 m²', '3 quartos', '2 vagas', '1 banheiro']",['Vista para o mar'],"Casa à venda no bairro Residencial União - São José dos Campos, com três suítes e um lavabo.
A casa encontra-se em uma boa localização no bairro, próxima à padaria, mercado, posto de gasolina , academia etc. -",https://www.zapimoveis.com.br/imovel/venda-casa-3-quartos-com-frente-para-o-mar-residencial-uniao-sao-jose-dos-campos-sp-150m2-id-2549194103/
"Jardim Americano, São José dos Campos - SP",R$ 325.000,condomínio R$ 180,IPTU não informado,"['', '', '', '', '57 m²', '2 quartos', '2 vagas', '1 banheiro']","['Área de serviço', 'Churrasqueira', 'Espaço verde / Parque', 'Playground', 'Varanda']","REF 82436 - R$ R$ 325.000,00 - Maciel Negócios Imobiliários Ltda - CRECI 11.956 J - www.imobiliariamaciel.com.br Atualizado em",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-churrasqueira-jardim-americano-sao-jose-dos-campos-sp-57m2-id-2537373479/
"Bosque dos Eucaliptos, São José dos Campos - SP",R$ 325.000,condomínio não informado,IPTU não informado,"['', '', '', '', '82 m²', '2 quartos', '2 vagas', '1 banheiro']","['Área de serviço', 'Varanda']","Ref. 44949 R$ 325.000,00 Maciel Negócios Imobiliários Creci Atualizado em",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-varanda-bosque-dos-eucaliptos-sao-jose-dos-campos-sp-82m2-id-2553881188/
"Jardim das Indústrias, São José dos Campos - SP",R$ 325.000,condomínio não informado,IPTU não informado,"['', '', '', '60 m²', '2 quartos', '1 banheiro']","['Cozinha', 'Quintal']","Casa reformada quase na totalidade ( devido ficar desempregado, faltou 1 quarto, mas todo material esta comprado) restando somente a parte Civil.
Quanto a parte Elétrica e Hidráulica, totalmente nova. -",https://www.zapimoveis.com.br/imovel/venda-casa-2-quartos-com-cozinha-jardim-das-industrias-sao-jose-dos-campos-sp-60m2-id-2533138762/
